Symbol,Name,Exchange,Industry,SIC Description
KREF,KKR Real Estate Finance Trust Inc,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
KRG,Kite Realty Group Trust,NYSE,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts
KRNY,Kearny Financial,NASDAQ,Finance - Savings & Loan,"SIC-6035 Savings Institution, Federally Chartered"
KRO,Kronos Worldwide Inc,NYSE,Chemical - Diversified,SIC-2810 Industrial Inorganic Chemicals
KROS,Keros Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
KRRO,Korro Bio Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
KRT,Karat Packaging Inc,NASDAQ,Containers - Paper Products,"SIC-3089 Plastics Products, NEC"
KRUS,Kura Sushi USA Inc Cl A,NASDAQ,Retail - Restaurants,SIC-5812 Retail-Eating Places
KRYS,Krystal Biotech Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
KTB,Kontoor Brands Inc,NYSE,Textile - Apparel,"SIC-2320 Mens & Boys Furnishings, Work Clothg, & Alli"
KTOS,Kratos Defns,NASDAQ,Aerospace - Defense Equipment,SIC-3760 Guided Missiles & Space Vehicles & Parts
KURA,Kura Oncology,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
KW,Kennedy-Wilson Holdings Inc,NYSE,Real Estate Operations,SIC-6500 Real Estate
KWR,Quaker Chemical Corp,NYSE,Chemical - Specialty,SIC-2990 Miscellaneous Products of Petroleum & Coal
KYMR,Kymera Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
KYTX,Kyverna Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
LAB,Standard Biotools Inc,NASDAQ,Medical Information Systems,SIC-3826 Laboratory Analytical Instruments
LADR,Ladder Capital Corp,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
LANC,Lancaster Colony Cor,NASDAQ,Food - Misc & Diversified,"SIC-2030 Canned, Frozen & Preserved Fruit, Veg & Food"
LAND,Gladstone Land Corp,NASDAQ,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
LASR,Nlight Inc,NASDAQ,Electronics - Semiconductors,SIC-3674 Semiconductors & Related Devices
LAUR,Laureate Education Inc,NASDAQ,Schools,SIC-8200 Services-Educational Services
LAW,CS Disco Inc,NYSE,Internet - Software,SIC-7372 Services-Prepackaged Software
LAZR,Luminar Technologies Inc,NASDAQ,Auto - Truck Original Parts,N/A
LBPH,Longboard Pharmaceuticals Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
LBRT,Liberty Energy Inc,NYSE,Oil - Field Services,"SIC-1389 Oil & Gas Field Services, NEC"
LC,Lendingclub Corp,NYSE,Finance - Misc Services,SIC-6141 Personal Credit Institutions
LCII,Lci Industries,NYSE,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories
LCNB,Lcnb Corp,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
LCTX,Lineage Cell Therapeutics Inc,NYSE Arca,Medical - Biomedical,N/A
LCUT,Lifetime Brands Inc,NASDAQ,Consumer Prdts - Misc Discr,"SIC-3420 Cutlery, Handtools & General Hardware"
LE,Lands' End Inc,NASDAQ,Retail - Catalog Shopping,SIC-5651 Retail-Family Clothing Stores
LEGH,Legacy Housing Corp,NASDAQ,Real Estate Operations,SIC-2451 Mobile Homes
LENZ,Lenz Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
LESL,Leslie's Inc,NASDAQ,Consumer Prdts - Misc Staple,"SIC-5990 Retail-Retail Stores, NEC"
LEU,Centrus Energy Corp,NYSE Arca,Mining - Non Ferrous,SIC-1400 Mining & Quarrying of Nonmetallic Minerals
LFCR,Lifecore Biomedical Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
LFMD,Lifemd Inc,NASDAQ,Medical Services,SIC-8011 Services-Offices & Clinics of Doctors of Med
LFST,Lifestance Health Group Inc,NASDAQ,Medical - Outpatient & Hm Care,SIC-8000 Services-Health Services
LGF-A,Lions Gate Entertainment Corp Cl A,NYSE,Movie & TV Production & Dist,SIC-7812 Services-Motion Picture & Video Tape Product
LGF-B,Lions Gate Entertainment Corp Cl B,NYSE,Movie & TV Production & Dist,SIC-7812 Services-Motion Picture & Video Tape Product
LGIH,LGI Homes Inc,NASDAQ,Real Estate Developers,SIC-1531 Operative Builders
LGND,Ligand Pharm,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
LILA,Liberty Latin America Cl A,NASDAQ,Wireless National,SIC-4841 Cable & Other Pay Television Services
LILAK,Liberty Latin America Cl C,NASDAQ,Wireless National,SIC-4841 Cable & Other Pay Television Services
LINC,Lincoln Educational,NASDAQ,Schools,SIC-8200 Services-Educational Services
LIND,Lindblad Expd Holdings,NASDAQ,Leisure & Recreation Services,SIC-4700 Transportation Services
LIVN,Livanova Plc OR Sh,NASDAQ,Medical Instruments,SIC-3845 Electromedical & Electrotherapeutic Apparatu
LKFN,Lakeland Finl Corp,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
LLAP,Terran Orbital Corp,NYSE,Wireless Equipment,N/A
LMAT,Lemaitre Vascular,NASDAQ,Medical Products,SIC-3841 Surgical & Medical Instruments & Apparatus
LMB,Limbach Holdings Inc,NASDAQ,Building - Maint & Service,SIC-1700 Construction - Special Trade Contractors
LMND,Lemonade Inc,NYSE,Insurance - Multi Line,"SIC-6331 Fire, Marine & Casualty Insurance"
LMNR,Limoneira Company,NASDAQ,Agriculture Operations,SIC-0100 Agricultural Production - Crops
LNKB,Linkbancorp Inc,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
LNN,Lindsay Corp,NYSE,Machinery - Farm,SIC-3523 Farm Machinery & Equipment
LNTH,Lantheus Holdings,NASDAQ,Medical Products,SIC-2835 In Vitro & In Vivo Diagnostic Substances
LNZA,Lanzatech Global Inc,NASDAQ,Technology Services,SIC-2860 Industrial Organic Chemicals
LOB,Live Oak Bancsh,NYSE,Banks - Southeast,SIC-6022 State Commercial Banks
LOCO,El Pollo Loco,NASDAQ,Retail - Restaurants,SIC-5812 Retail-Eating Places
LOVE,The Lovesac Company,NASDAQ,Retail - Home Furniture,SIC-5712 Retail-Furniture Stores
LPG,Dorian Lpg Ltd,NYSE,Transportation - Ship,SIC-4412 Deep Sea Foreign Transportation of Freight
LPRO,Open Lending Corp Cl A,NASDAQ,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions
LQDA,Liquidia Corp,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
LQDT,Liquidity Services,NASDAQ,Auction Valuation Services,"SIC-7389 Services-Business Services, NEC"
LRMR,Larimar Therapeutics Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
LRN,Stride Inc,NYSE,Schools,SIC-8200 Services-Educational Services
LSEA,Landsea Homes Corp,NASDAQ,Real Estate Developers,SIC-1531 Operative Builders
LTC,Ltc Properties,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc,NYSE,Medical Services,SIC-7997 Services-Membership Sports & Recreation Club
LUMN,Lumen Technologies Inc,NYSE,Technology Services,SIC-4813 Telephone Communications (No Radiotelephone)
LUNG,Pulmonx Corp,NASDAQ,Medical Information Systems,SIC-3841 Surgical & Medical Instruments & Apparatus
LUNR,Intuitive Machines Inc,NASDAQ,Aerospace - Defense,"SIC-3812 Search, Detection, Navigation, Guidance, Aer"
LVO,Liveone Inc,NASDAQ,Audio & Video Products,SIC-5812 Retail-Eating Places
LVWR,Livewire Group Inc,NYSE,Auto - Domestic,"SIC-3751 Motorcycles, Bicycles & Parts"
LWAY,Lifeway Foods Inc,NASDAQ,Food - Dairy Products,SIC-2020 Dairy Products
LWLG,Lightwave Logic Inc,NASDAQ,Chemical - Plastics,SIC-3080 Miscellaneous Plastics Products
LXEO,Lexeo Therapeutics Inc,NASDAQ,Medical - Drugs,"SIC-2836 Biological Products, (No Disgnostic Substanc"
LXFR,Luxfer Holdings Plc,NYSE,Machinery - General Industrial,SIC-2810 Industrial Inorganic Chemicals
LXP,Lxp Industrial Trust,NYSE,REIT - Equity Trust Resident,SIC-6798 Real Estate Investment Trusts
LXRX,Lexicon Pharmaceutcl,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
LXU,Lsb Industries Inc,NYSE,Conglomerates - Div Operations,SIC-2810 Industrial Inorganic Chemicals
LYEL,Lyell Immunopharma Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
LYRA,Lyra Therapeutics Inc,NASDAQ,Medical - Drugs,N/A
LYTS,L S I Industries,NASDAQ,Building Products - Ltg FX,SIC-3640 Electric Lighting & Wiring Equipment
LZ,Legalzoom.com Inc,NASDAQ,Industrial Services,SIC-7374 Services-Computer Processing & Data Preparat
LZB,La-Z-Boy Inc,NYSE,Furniture,SIC-2510 Household Furniture
LZM,Lifezone Metals Limited,NYSE,Mining - Misc,SIC-1000 Metal Mining
MAC,Macerich Company,NYSE,REIT - Equity Trust Retail,SIC-6798 Real Estate Investment Trusts
MAMA,Mama's Creations Inc,NASDAQ,Food - Misc & Diversified,SIC-2013 Sausages & Other Prepared Meat Products
MAPS,Wm Technology Inc,NASDAQ,Technology Services,N/A
MARA,Mara Holdings Inc,NASDAQ,Technology Services,SIC-6199 Finance Services
MASS,908 Devices Inc,NASDAQ,Medical Instruments,"SIC-3829 Measuring & Controlling Devices, NEC"
MATV,Mativ Holdings Inc,NYSE,Chemical - Specialty,SIC-2621 Paper Mills
MATW,Matthews Intl Corp,NASDAQ,Funeral Services & Related,SIC-3360 Nonferrous Foundries (Castings)
MATX,Matson Inc,NYSE,Transportation - Services,SIC-4400 Water Transportation
MAX,Mediaalpha Inc Cl A,NYSE,Technology Services,"SIC-7389 Services-Business Services, NEC"
MBC,Masterbrand Inc,NYSE,Furniture,"SIC-2511 Wood Household Furniture, (No Upholstered)"
MBCN,Middlefield Banc,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
MBI,MBIA Inc,NYSE,Insurance - Multi Line,SIC-6351 Surety Insurance
MBIN,Merchants Bancorp,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
MBUU,Malibu Boats Inc,NASDAQ,Leisure & Recreational Prdcts,SIC-3730 Ship & Boat Building & Repairing
MBWM,Mercantile Bank Corp,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
MC,Moelis,NYSE,Finance - Investment Brokers,SIC-6282 Investment Advice
MCB,Metropolitan Bank Holding Corp,NYSE,Banks - Northeast,"SIC-1389 Oil & Gas Field Services, NEC"
MCBS,Metrocity Bankshares Inc,NASDAQ,Banks - Southeast,SIC-6022 State Commercial Banks
MCFT,Mastercraft Boat Holdings Inc,NASDAQ,Leisure & Recreational Prdcts,SIC-3730 Ship & Boat Building & Repairing
MCRI,Monarch Casino,NASDAQ,Gaming,SIC-7011 Hotels & Motels
MCS,Marcus Corp,NYSE,Leisure & Recreation Services,SIC-7830 Services-Motion Picture Theaters
MCW,Mister Car Wash Inc,NYSE,Consumer Services - Misc,"SIC-7500 Services-Automotive Repair, Services & Parki"
MCY,Mercury General Corp,NYSE,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
MD,Pediatrix Medical Group Inc,NYSE,Medical Services,SIC-8060 Services-Hospitals
MDGL,Madrigal Pharmaceuticals Inc,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
MDWD,Mediwound Ltd Ord Sh,NASDAQ,Medical - Drugs,SIC-2833 Medicinal Chemicals & Botanical Products
MDXG,Mimedx Group Inc,NASDAQ,Medical - Biomedical,SIC-3841 Surgical & Medical Instruments & Apparatus
MEC,Mayville Engineering Company,NYSE,Engineering & R&D Services,SIC-3460 Metal Forgings & Stampings
MED,Medifast Inc,NYSE,Food - Misc & Diversified,SIC-2090 Miscellaneous Food Preparations & Kindred Pr
MEG,Montrose Environmental Group Inc,NYSE,Waste Removal Svcs,"SIC-1389 Oil & Gas Field Services, NEC"
MEI,Methode Electronics,NYSE,Electronics - Connectors,SIC-3678 Electronic Connectors
METCB,Ramaco Resources Inc Cl B,NASDAQ,Coal,
MFA,MFA Financial Inc,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
MFIN,Medallion Fin Corp,NASDAQ,Finance - SBIC & Commercial,SIC-6199 Finance Services
MG,Mistras Group Inc,NYSE,Electronics Products - Misc,SIC-3711 Motor Vehicles & Passenger Car Bodies
MGEE,Mge Energy Inc,NASDAQ,Utility - Electric Power,"SIC-4900 Electric, Gas & Sanitary Services"
MGNI,Magnite Inc,NASDAQ,Internet - Software,"SIC-7370 Services-Computer Programming, Data Processi"
MGNX,Macrogenics,NASDAQ,Medical Products,SIC-2834 Pharmaceutical Preparations
MGPI,MGP Ingredients Inc,NASDAQ,Food - Misc & Diversified,"SIC-5180 Wholesale-Beer, Wine & Distilled Alcoholic B"
MGRC,Mcgrath Rentcorp,NASDAQ,Finance - Leasing Companies,"SIC-7359 Services-Equipment Rental & Leasing, NEC"
MGTX,Meiragtx Holdings Plc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
MGX,Metagenomi Inc,NASDAQ,Medical - Drugs,"SIC-2836 Biological Products, (No Disgnostic Substanc"
MGY,Magnolia Oil & Gas Corp,NYSE,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
MHLD,Maiden Holdings Ltd,NASDAQ,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
MHO,M/I Homes,NYSE,Building - Residential & Comm,SIC-1531 Operative Builders
MIR,Mirion Technologies Inc,NYSE,Technology Services,"SIC-3829 Measuring & Controlling Devices, NEC"
MIRM,Mirum Pharmaceuticals Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
MITK,Mitek Systems Inc,NASDAQ,Computer - Optical,"SIC-3577 Computer Peripheral Equipment, NEC"
MITT,Ag Mortgage Investment Trust,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
MKTW,Marketwise Inc,NASDAQ,Technology Services,N/A
ML,Moneylion Inc,NYSE,Financial Transaction Services,SIC-6199 Finance Services
MLAB,Mesa Labs Inc,NASDAQ,Medical Instruments,"SIC-3823 Industrial Instruments For Measurement, Disp"
MLI,Mueller Industries,NYSE,Metal Production & Fabrication,SIC-3350 Rolling Drawing & Extruding of Nonferrous Me
MLKN,Millerknoll Inc,NASDAQ,Furniture,SIC-2520 Office Furniture
MLNK,Meridianlink Inc,NYSE,Technology Services,SIC-7372 Services-Prepackaged Software
MLP,Maui Land & Pineapple Company,NYSE,Real Estate Operations,SIC-6500 Real Estate
MLR,Miller Industries,NYSE,Auto - Truck Original Parts,SIC-3713 Truck & Bus Bodies
MLYS,Mineralys Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
MMI,Marcus & Millichap,NYSE,Real Estate Developers,SIC-6531 Real Estate Agents & Managers (For Others)
MMS,Maximus Inc,NYSE,Government Services,"SIC-7389 Services-Business Services, NEC"
MMSI,Merit Medical Sys,NASDAQ,Medical - Dental Suppliers,SIC-3841 Surgical & Medical Instruments & Apparatus
MNKD,Mannkind Corp,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
MNMD,Mind Medicine Mindmed Inc,NASDAQ,Medical - Biomedical,SIC-2833 Medicinal Chemicals & Botanical Products
MNRO,Monro Muffler Brak,NASDAQ,Consumer Services - Misc,"SIC-7500 Services-Automotive Repair, Services & Parki"
MNTK,Montauk Renewables Inc,NASDAQ,Other Alt Energy,SIC-4932 Gas & Other Services Combined
MOD,Modine Manufacturing Company,NYSE,Auto - Truck Original Parts,SIC-3714 Motor Vehicle Parts & Accessories
MODG,Topgolf Callaway Brands Corp,NYSE,Leisure & Recreational Prdcts,"SIC-3949 Sporting & Athletic Goods, NEC"
MODV,Modivcare Inc,NASDAQ,Medical Services,SIC-4700 Transportation Services
MOFG,Midwestone Fnl Gp,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
MOG-A,Moog Inc Cl A,NYSE,Aerospace - Defense Equipment,SIC-3590 Misc Industrial & Commercial Machinery & Equ
MOND,Mondee Holdings Cl A,NASDAQ,Technology Services,SIC-4700 Transportation Services
MOV,Movado Group Inc,NYSE,Retail - Jewelry,"SIC-3873 Watches, Clocks, Clockwork Operated Devices/"
MPB,Mid Penn Bancorp Inc,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
MPX,Marine Products Corp,NYSE,Leisure & Recreational Prdcts,SIC-3730 Ship & Boat Building & Repairing
MQ,Marqeta Inc Cl A,NASDAQ,Financial Transaction Services,SIC-7372 Services-Prepackaged Software
MRAM,Everspin Technologies Inc,NASDAQ,Technology Services,SIC-3674 Semiconductors & Related Devices
MRC,Mrc Global Inc,NYSE,Steel - Pipe & Tube,SIC-5084 Wholesale-Industrial Machinery & Equipment
MRCY,Mercury Sys Inc,NASDAQ,Computers - Peripheral Equpt,SIC-3670 Electronic Components & Accessories
MRSN,Mersana Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
MRTN,Marten Transport L,NASDAQ,Transportation - Truck,SIC-4213 Trucking (No Local)
MRVI,Maravai Lifesciences Holdings Inc Cl A,NASDAQ,Medical Products,SIC-2834 Pharmaceutical Preparations
MSBI,Midland Sts BNC,NASDAQ,Banks - Northeast,SIC-6022 State Commercial Banks
MSEX,Middlesex Water Company,NASDAQ,Utility - Water Supply,SIC-4941 Water Supply
MSGE,Madison Square Garden Entmt Corp,NYSE,Media Conglomerates,SIC-7990 Services-Miscellaneous Amusement & Recreatio
MTAL,Metals Acquisition Corp Cl A,NYSE,Mining - Non Ferrous,SIC-1000 Metal Mining
MTH,Meritage Corp,NYSE,Building - Residential & Comm,SIC-1531 Operative Builders
MTRN,Materion Corp,NYSE,Mining - Misc,SIC-3460 Metal Forgings & Stampings
MTRX,Matrix Service Company,NASDAQ,Oil Field Machinery & Equip,SIC-1700 Construction - Special Trade Contractors
MTTR,Matterport Inc,NASDAQ,Technology Services,SIC-7372 Services-Prepackaged Software
MTUS,Metallus Inc,NYSE,Steel - Specialty,"SIC-3312 Steel Works, Blast Furnaces & Rolling Mills"
MTW,Manitowoc Company,NYSE,Machinery - Construct & Mining,SIC-3531 Construction Machinery & Equip
MTX,Minerals Technologies Inc,NYSE,Chemical - Specialty,SIC-2810 Industrial Inorganic Chemicals
MUR,Murphy Oil Corp,NYSE,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
MVBF,Mvb Financial Corp,NASDAQ,Finance - Misc Services,SIC-6022 State Commercial Banks
MVIS,Microvision,NASDAQ,Lasers - Systems & Components,"SIC-3679 Electronic Components, NEC"
MWA,Mueller Water Products,NYSE,Steel - Pipe & Tube,SIC-3490 Miscellaneous Fabricated Metal Products
MXCT,Maxcyte Inc,NASDAQ,Medical - Biomedical,SIC-8731 Services-Commercial Physical & Biological Re
MXL,Maxlinear Inc,NASDAQ,Semi Analog & Mixed,SIC-3674 Semiconductors & Related Devices
MYE,Myers Industries,NYSE,Rubber & Plastics,"SIC-3089 Plastics Products, NEC"
MYFW,First Western Financial Inc,NASDAQ,Banks - Midwest,SIC-6022 State Commercial Banks
MYGN,Myriad Genetics Inc,NASDAQ,Medical - Biomedical,SIC-2835 In Vitro & In Vivo Diagnostic Substances
MYPS,Playstudios Inc,NASDAQ,Gaming,SIC-7372 Services-Prepackaged Software
MYRG,MYR Group Inc,NASDAQ,Electrical Construction,"SIC-1623 Water, Sewer, Pipeline, Comm & Power Line Co"
NABL,N-Able Inc,NYSE,Technology Services,SIC-7372 Services-Prepackaged Software
NAPA,The Duckhorn Portfolio Inc,NYSE,Beverages - Alcohol,SIC-2080 Beverages
NARI,Inari Medical Inc,NASDAQ,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus
NAT,Nordic American Tanker Shipping Ltd,NYSE,Transportation - Ship,SIC-4400 Water Transportation
NATH,Nathan's Famous IN,NASDAQ,Retail - Restaurants,SIC-5812 Retail-Eating Places
NATL,NCR Atleos Corporation,NYSE,Banks - Southeast,SIC-3578 Calculating & Accounting Machines (No Electr
NATR,Nature S Sunshine,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
NAUT,Nautilus Biotechnology Inc,NASDAQ,Medical - Biomedical,SIC-3826 Laboratory Analytical Instruments
NAVI,Navient Corp,NASDAQ,Finance - Consumer Loans,"SIC-6211 Security Brokers, Dealers & Flotation Compan"
NBBK,Nb Bancorp Inc,NASDAQ,Banks - Northeast,"SIC-6036 Savings Institutions, Not Federally Chartere"
NBHC,National Bank Holdings Corp,NYSE,Banks - Southeast,SIC-6021 National Commercial Banks
NBN,Northeast Bncp,NASDAQ,Finance - Savings & Loan,SIC-6022 State Commercial Banks
NBR,Nabors Industries,NYSE,Oil & Gas - Drilling,SIC-1381 Drilling Oil & Gas Wells
NBTB,NBT Bancorp Inc,NASDAQ,Banks - Northeast,SIC-6021 National Commercial Banks
NC,Nacco Industries,NYSE,Coal,SIC-1221 Bituminous Coal & Lignite Mining
NCMI,National Cinemedia,NASDAQ,Advertising Marketing Services,SIC-7310 Services-Advertising
NE,Noble Corp Plc,NYSE,Oil & Gas - Drilling,SIC-1381 Drilling Oil & Gas Wells
NECB,Northeast Community Bancorp,NASDAQ,Banks - Northeast,"SIC-6036 Savings Institutions, Not Federally Chartere"
NEO,Neogenomics Inc,NASDAQ,Medical - Biomedical,SIC-3086 Plastics Foam Products
NEOG,Neogen Corp,NASDAQ,Medical Products,SIC-2835 In Vitro & In Vivo Diagnostic Substances
NEWT,Newtekone Inc,NASDAQ,Finance - Misc Services,SIC-6021 National Commercial Banks
NEXT,Nextdecade Corp,NASDAQ,Oil Gas Prod Pipeline MLP,SIC-4923 Natural Gas Transmission & Distribution
NFBK,Northfield Bncrp Del,NASDAQ,Finance - Savings & Loan,"SIC-6035 Savings Institution, Federally Chartered"
NG,Novagold Resources Inc,NYSE Arca,Mining - Gold,SIC-1040 Gold and Silver Ores
NGNE,Neurogene Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
NGS,Natural Gas Services Group,NYSE,Oil Field Machinery & Equip,"SIC-1389 Oil & Gas Field Services, NEC"
NGVC,Natural Grocers By Vitamin Cottage Inc,NYSE,Food Items - Wholesale,SIC-5411 Retail-Grocery Stores
NGVT,Ingevity Corp,NYSE,Chemical - Specialty,SIC-2800 Chemicals & Allied Products
NHC,National Healthcare Corp,NYSE Arca,Medical - Nursing Homes,SIC-8051 Services-Skilled Nursing Care Facilities
NHI,National Health Investors,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
NIC,Nicolet Bankshares Inc,NYSE,Banks - Northeast,SIC-6021 National Commercial Banks
NJR,Newjersey Resources Corp,NYSE,Utility - Gas Distribution,SIC-4924 Natural Gas Distribution
NKSH,Natl Bankshares Inc,NASDAQ,Banks - Southeast,SIC-6021 National Commercial Banks
NKTR,Nektar Therapeutics,NASDAQ,Medical - Drugs,SIC-2834 Pharmaceutical Preparations
NKTX,Nkarta Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
NL,NL Industries,NYSE,Chemical - Specialty,SIC-2810 Industrial Inorganic Chemicals
NLOP,Net Lease Office Properties,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
NMIH,Nmi Holdings Inc,NASDAQ,Insurance - Proprty & Casualty,SIC-6351 Surety Insurance
NMRA,Neumora Therapeutics Inc,NASDAQ,Medical - Biomedical,"SIC-2836 Biological Products, (No Disgnostic Substanc"
NMRK,Newmark Group Inc Cl A,NASDAQ,Real Estate Operations,SIC-6531 Real Estate Agents & Managers (For Others)
NN,Nextnav Inc,NASDAQ,Technology Services,"SIC-3812 Search, Detection, Navigation, Guidance, Aer"
NNBR,NN Inc,NASDAQ,Metal Production & Fabrication,SIC-3540 Metalworking Machinery & Equipment
NNI,Nelnet Inc,NYSE,Finance - Consumer Loans,SIC-6141 Personal Credit Institutions
NNOX,Nano-X Imaging Ltd,NASDAQ,Technology Services,SIC-3844 X-Ray Apparatus & Tubes & Related Irradiatio
NODK,Ni Holdings Inc,NASDAQ,Insurance - Proprty & Casualty,"SIC-6331 Fire, Marine & Casualty Insurance"
NOG,Northern Oil and Gas,NYSE,Oil - US Exploration & Product,SIC-1311 Crude Petroleum & Natural Gas
NOTE,Fiscalnote Hldgs Inc,NYSE,Technology Services,"SIC-7389 Services-Business Services, NEC"
NOVA,Sunnova Energy International,NYSE,Solar,SIC-4931 Electric & Other Services Combined
NOVT,Novanta Inc,NASDAQ,Electronics - Misc Components,"SIC-3690 Miscellaneous Electrical Machinery, Equipmen"
NPCE,Neuropace Inc,NASDAQ,Medical Instruments,SIC-3841 Surgical & Medical Instruments & Apparatus
NPK,National Presto Industries,NYSE,Conglomerates - Div Operations,"SIC-3480 Ordnance & Accessories, (No Vehicles/Guided"
NPO,Enpro Inc,NYSE,Technology Services,"SIC-3050 Gaskets, Package & Sealing Devices & Rubber"
NPWR,Net Power Inc.,NYSE,Other Alt Energy,SIC-3620 Electrical Industrial Apparatus
NR,Newpark Resources,NYSE,Oil - Field Services,SIC-3533 Oil & Gas Field Machinery & Equipment
NRC,National Research Corp,NASDAQ,Business Information,SIC-8731 Services-Commercial Physical & Biological Re
NRDS,Nerdwallet Inc Cl A,NASDAQ,Finance - Misc Services,SIC-7374 Services-Computer Processing & Data Preparat
NRDY,Nerdy Inc,NYSE,Schools,N/A
NREF,Nexpoint Real Estate Finance Inc,NYSE,REIT - Mortgage Trusts,SIC-6798 Real Estate Investment Trusts
NRGV,Energy Vault Hldgs Inc,NYSE,Other Alt Energy,N/A
NRIM,Northrim Bancorp Inc,NASDAQ,Banks - West,"SIC-6035 Savings Institution, Federally Chartered"
NRIX,Nurix Therapeutics Inc,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
NSIT,Insight Enterpr,NASDAQ,Retail - Mail Order,SIC-5961 Retail-Catalog & Mail-Order Houses
NSP,Insperity Inc,NYSE,Staffing,SIC-7363 Services-Help Supply Services
NSSC,Napco Sec Tech Inc,NASDAQ,Protection - Safety,"SIC-3669 Communications Equipment, NEC"
NTB,Bank of Butterfield Ltd,NYSE,Banks - Foreign,"SIC-6029 Commercial Banks, NEC"
NTCT,Netscout Systems,NASDAQ,Computer - Networks,SIC-7373 Services-Computer Integrated Systems Design
NTGR,Netgear Inc,NASDAQ,Computer - Networks,SIC-3661 Telephone & Telegraph Apparatus
NTIC,Northern Technologies Intl Corp,NASDAQ,Chemical - Diversified,"SIC-3470 Coating, Engraving & Allied Services"
NTLA,Intellia Thera CS,NASDAQ,Medical - Biomedical,SIC-2835 In Vitro & In Vivo Diagnostic Substances
NTST,Netstreit Corp,NYSE,REIT - Equity Trust Other,SIC-6798 Real Estate Investment Trusts
NUS,Nu Skin Enterprises,NYSE,Cosmetics & Toiletries,"SIC-5122 Wholesale-Drugs, Proprietaries & Druggists"
NUVB,Nuvation Bio Inc,NYSE,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
NUVL,Nuvalent Inc Cl A,NASDAQ,Medical - Biomedical,SIC-2834 Pharmaceutical Preparations
